Nom,URL,Prix (€),Étoiles,Nombre d'Avis
MSI GT 710 2GD3H LP Carte Graphique Nvidia GT710 954 MHz 2048 Mo PCI Express Noir,https://www.amazon.fr/MSI-2GD3H-Graphique-Nvidia-Express/dp/B01AY78MLM,"40,85",4.5,9961
"MSI GeForce RTX 3060 VENTUS 2X 12G OC Carte graphique - 12 Go GDDR6, 1807 MHz, PCI Express Gen 4, 192 Bits, 3x DP v 1.4a, HDMI 2.1 (Prend en Charge 4K à 120 Hz)",https://www.amazon.fr/MSI-Carte-graphique-VENTUS-912-V397-039/dp/B08WHJFYM8,"260,62",4.6,2880
"MSI GeForce RTX 3050 Ventus 2X XS 8G OC Carte Graphique - 8 Go GDDR6, 1807 MHz, PCI Express Gen 4, 128 Bits, DP v 1.4a, DL DVI-D, HDMI 2.1 (Prend en Charge 4K à 120 Hz)",https://www.amazon.fr/MSI-RTX-3050-VENTUS-2X/dp/B09Y57F1HL,"189,20",4.6,438
GIGABYTE RX7600 XT Gaming OC-16GD,https://www.amazon.fr/GIGABYTE-RX7600-XT-Gaming-OC-16GD/dp/B0CSSZCZZP,"301,65",4.1,223
"Gigabyte NVIDIA GeForce RTX 4060 GAMING OC Carte graphique - 8GB GDDR6, 128-bit, PCI-E 4.0, 2550MHz Core Clock, 2x DP 1.4, 2x HDMI 2.1a, NVIDIA DLSS 3 - GV-N4060GAMING OC-8GD",https://www.amazon.fr/Gigabyte-NVIDIA-GeForce-GAMING-graphique/dp/B0C8ZS7N73,"300,99",4.7,876
"ASUS Dual GeForce RTX 3050 OC Edition Carte Graphique de Jeu 6 Go GDDR6 (Nvidia GeForce RTX3050 DLSS, PCIe 4.0, 1 x HDMI 2.1a, 1 x DisplayPort 1.4a, DUAL-RTX3050-O6G)",https://www.amazon.fr/ASUS-GeForce-Graphique-DisplayPort-DUAL-RTX3050-O6G/dp/B086ZSQZZ7,"167,40",4.6,3425
PNY Carte Graphique GeForce RTX™ 3050 6GB Verto Dual Fan,https://www.amazon.fr/PNY-Carte-Graphique-GeForce-RTXTM/dp/B0CZ188QHG,"151,25",4.5,576
"Gigabyte NVIDIA GeForce RTX 3060 GAMING OC V2 Carte graphique - 12GB GDDR6, 192-bit, PCI-E 4.0, 1837MHz Core Clock, RGB, 2x DP 1.4, 2 x HDMI 2.1, NVIDIA Ampere - GV-N3060GAMING OC-8GD",https://www.amazon.fr/Gigabyte-GeForce-Graphique-Gaming-V2/dp/B096Y2TYKV,"274,37",4.6,2159
"Gigabyte NVIDIA GeForce RTX 4060 EAGLE OC Carte graphique - 8GB GDDR6, 128-bit, PCI-E 4.0, 2505MHz Core Clock, 2x DP 1.4, 2x HDMI 2.1a, NVIDIA DLSS 3 - GV-N4060EAGLE OC-8GD",https://www.amazon.fr/Gigabyte-NVIDIA-GeForce-EAGLE-graphique/dp/B0C8ZRMDC3,"290,82",4.6,402
"MSI, GeForce RTX 3050 Ventus 2X E 6G OC",https://www.amazon.fr/MSI-GeForce-RTX-3050-Ventus/dp/B0BSN1QFXX,"224,68",4.2,24
Gigabyte Radeon RX 7600 Gaming OC 8G AMD 8 Go GDDR6,https://www.amazon.fr/GIGABYTE-Carte-Graphique-Radeon-GAMING/dp/B0C5DXJ165,"249,83",4.4,86
"MSI NVIDIA GeForce RTX 5070 12G Ventus 3X OC Carte Graphique Gaming GDDR7 192 Bits, Fréquence Boost jusqu'à 2557 MHz, PCIe Gen 5, DLSS 4, DP 2.1 x 3, HDMI 2.1 x 1, SFF Ready",https://www.amazon.fr/MSI-NVIDIA-GeForce-Graphique-Fr%C3%A9quence/dp/B0DX7GG91F,"784,16",3.8,20
"maxsun Carte Graphique AMD Radeon RX 580 8go 2048SP GDDR5 pour PC Gaming 256 Bits DirectX 12 DVI, HDMI, DisplayPort Multi moniteurs Extender Blanche Décodage 4k (Blanc)",https://www.amazon.fr/maxsun-AMD-Radeon-580-2048SP/dp/B0CMC8NWMV,"114,16",4.2,291
MSI GeForce RTX 4060 Ventus 2X Black 8G OC,https://www.amazon.fr/MSI-GeForce-4060-Ventus-Black/dp/B0C7W8GZMJ,"274,15",4.6,1482
"Asus GeForce GT1030 2G BRK – Carte Graphique (2GB GDDR5, Technologie Auto-Extreme, GPU Tweak II)",https://www.amazon.fr/Asus-90YV0AT2-M0NA00-Graphique-GeForce-Express/dp/B0789CF1KM,"71,61",4.4,609
"Gigabyte NVIDIA GeForce RTX 4060 WINDFORCE OC Carte graphique - 8GB GDDR6, 128-bit, PCI-E 4.0, 2475MHz Core Clock, 2x DP 1.4, 2x HDMI 2.1a, NVIDIA DLSS 3 - GV-N4060WF2OC-8GD",https://www.amazon.fr/Gigabyte-NVIDIA-GeForce-WINDFORCE-graphique/dp/B0C8ZQTRD7,"283,32",4.6,429
"MAXSUN Cartes Graphiques AMD Radeon RX 550 4Go GDDR5 Carte Graphique ITX GPU 128 Bits DirectX 12 PCI Express X16 3.0 DVI-D Dual Link, HDMI, DisplayPort",https://www.amazon.fr/MAXSUN-RX-550-graphique-DisplayPort/dp/B08VHWFWSD,"83,32",4.2,1400
"MSI GeForce RTX 3050 Ventus 2X 6G OC Carte Graphique - 6 Go GDDR6, 1492 MHz, PCI Express Gen 4, 96 Bits, DP v 1.4a, 2X HDMI 2.1 (Prend en Charge 4K à 120 Hz)",https://www.amazon.fr/MSI-GeForce-Ventus-Carte-Graphique/dp/B0CSPNYB42,"170,73",4.3,132
GIGABYTE Radeon RX 7700 XT Gaming OC Carte Graphique -GV-R77XTGAMING,https://www.amazon.fr/GIGABYTE-Radeon-Gaming-Graphique-GV-R77XTGAMING/dp/B0CGRN842P,"369,98",4.6,179
"maxsun AMD Radeon R5 220 Carte graphique GPU 1 Go (DVI-I, HDMI, VGA)",https://www.amazon.fr/maxsun-Radeon-R5-220-graphique/dp/B0D1X815MZ,"29,16",3.6,21
"MSI GEFORCE RTX 3050 Ventus 2X XS White 8G OC Carte Graphique - 8 Go GDDR6, 1807 MHz, PCI Express Gen 4, 128 Bits, DP v 1.4a, DL DVI-D, HDMI 2.1 (Prend en Charge 4K à 120 Hz)",https://www.amazon.fr/MSI-GEFORCE-Ventus-White-Graphique/dp/B0DM9FGCXC,"212,41",4.4,21
"ASUS GT710-SL-2GD5-BRK-EVO Graphic Card, DDR5 PCI Express, 2GB",https://www.amazon.fr/ASUS-GT710-SL-2GD5-BRK-EVO-Graphic-Card-Express/dp/B0D58PZ1V6,"45,79",4.9,17
Sapphire Pulse 11324-01-20G Carte Graphique AMD Radeon RX 7600 8 Go GDDR6,https://www.amazon.fr/Sapphire-Pulse-11324-01-20G-Graphique-Radeon/dp/B0C49S5R55,"278,15",4.3,252
"MAXSUN Cartes Graphiques GT 730 4Go Carte Graphique Externe Nvidia GPU pour Ordinateur PC GDDR3 ITX Design PCI Express DVI-I, HDMI, VGA 4K",https://www.amazon.fr/Graphiques-GT-730-Nvidia-Ordinateur/dp/B097GMQWRN,"60,82",4.2,195
"QTHREE Radeon RX 560xt 8Go Carte Graphique, GDDR5 128-bits, HDMI, DVI-D, DisplayPort, Carte Video PC, GPU, PCI Express x16, DirectX 12",https://www.amazon.fr/QTHREE-Radeon-RX-Graphique-DisplayPort/dp/B0CG5TTJRJ,"108,32",4.3,50
"GIGABYTE GeForce RTX 4060 TI EAGLE OC 8GB Carte graphique - 8GB GDDR6 18Gbps 128bit, PCI-E 4.0, 2x DisplayPort 1.4, 2x HDMI 2.1a, NVIDIA DLSS 3, Supports 4K, Ada Lovelace Arch, GV-N406TEAGLE OC-8GD",https://www.amazon.fr/GIGABYTE-GeForce-EAGLE-Carte-graphique/dp/B0C5JVS8VG,"429,12",4.4,104
"MAXSUN Carte Graphique GeForce GT 710 1 Go GPU (64 bit VGA, DVI-D, HDMI, Profil Bas prêt PCI Express Graphics Card)",https://www.amazon.fr/Graphique-Externe-GT-710-Graphics/dp/B08Y5S5P55,"39,99",4.4,133
"GIGABYTE GV-R65XTEAGLE-4GD Radeon RX 6500 XT 4GB Eagle GDDR6 Ray-Tracing Graphics Card, RDNA2, 1024 Streams, 2825MHz Boost",https://www.amazon.fr/GIGABYTE-GV-R65XTEAGLE-4GD-Ray-Tracing-Graphics-Streams/dp/B09Q978YV1,"148,51",4.6,14
Sapphire Pure AMD Radeon™ RX 7800 XT Gaming OC 16GB GDDR6 Dual HDMI/Dual DP,https://www.amazon.fr/Sapphire-Pure-RadeonTM-Gaming-GDDR6/dp/B0CGVRFV5Q,"465,24",4.6,364
"Gigabyte Radeon RX 9070 Gaming OC 16G Carte Graphique - 16 Go GDDR6, 256 Bits, PCI-E 5.0, 2700 MHz Fréquence du Cœur, 2 x DisplayPort, 2 x HDMI, GV-R9070GAMING OC-16GD",https://www.amazon.fr/Gigabyte-Radeon-Gaming-Carte-Graphique/dp/B0DT78YM6P,"636,66",4.8,8
"MSI GeForce RTX 3050 LP 6G OC Carte Graphique - 6 Go GDDR6, 1492 MHz, PCI Express Gen 4, 96 Bits, DP v 1.4a, 2X HDMI 2.1 (Prend en Charge 4K à 120 Hz)",https://www.amazon.fr/MSI-GeForce-3050-Carte-Graphique/dp/B0CSPRNRZC,"169,07",4.7,146
"Carte Graphique NVIDIA GEFORCE GT 1030 4 Go GDDR4 PCI Express 3.0, HDMI, DVI-D, système de Refroidissement à Ventilateur Unique ITX GPU",https://www.amazon.fr/MAXSUN-GT-1030-refroidissement-ventilateur/dp/B08ZCHF59L,"91,66",4.3,325
"Asus TUF Gaming GeForce RTX 5070 12GB GDDR7 OC Edition – Carte Graphique Gaming (PCIe 5.0, HDMI, Display 2.1, 3.125 Slot, Ventilateurs axiaux, revêtement Protecteur PCB)",https://www.amazon.fr/Asus-Gaming-GeForce-5070-GDDR7/dp/B0DYPGW2KB,"707,50",2.5,6
"ASUS DUAL AMD Radeon RX 6600 - Carte graphique (8GB GDDR6, AMD RDNA 2, PCIe 4.0, HDMI 2.1, DisplayPort 1.4a, ventilateurs axiax à double roulement à billes, 0dB), Noir",https://www.amazon.fr/ASUS-DUAL-AMD-Radeon-6600/dp/B09GPQVK1G,"220,40",4.4,1530
PNY Carte Graphique GeForce RTX™ 5070 12GB ARGB OC Triple Fan DLSS 4,https://www.amazon.fr/PNY-Carte-Graphique-GeForce-Triple/dp/B0DYPGBX6J,"665,83",4.1,7
GIGABYTE RTX 4060 Eagle OC ICE-8GD,https://www.amazon.fr/GIGABYTE-RTX-4060-Eagle-ICE-8GD/dp/B0CVQN2XKX,"296,66",4.8,38
"MSI GeForce RTX 4060 Ti Ventus 2X Black 8G OC Carte Graphique - 8 Go GDDR6 (18 GB/s, 128-bit), PCIe 4.0-2 x Ventilateurs TORX Fan 4.0 - HDMI 2.1a, DisplayPort 1.4a",https://www.amazon.fr/MSI-GeForce-Ventus-Black-GDDR6X/dp/B0C4F7KX1B,"385,30",4.6,1424
Sapphire Pure AMD Radeon™ RX 7700 XT Gaming OC 12GB GDDR6 Dual HDMI/Dual DP,https://www.amazon.fr/Sapphire-Pure-RadeonTM-Gaming-GDDR6/dp/B0CGVQMBCC,"391,66",4.6,77
ASUS Dual RX 7800XT O16G,https://www.amazon.fr/ASUS-Dual-RX-7800XT-O16G/dp/B0CRHW6MYG,"452,48",4.6,158
"ASUS TUF Gaming Radeon RX 7800 XT OC Edition – Carte Graphique Gaming (16GB GDDR6X, PCIe 4.0, HDMI 2.1, DisplayPort 2.1, Ventilateurs axiaux)",https://www.amazon.fr/ASUS-TUF-Gaming-Radeon-7800XT/dp/B07MDV2F3L,"494,27",4.6,183
"ZOTAC Carte Graphique, Gaming GEFORCE RTX 3060 Twin Edge OC 12GB GDDR6",https://www.amazon.fr/Zotac-Gaming-GeForce-NVIDIA-GDDR6/dp/B08WRF18SC,"258,32",4.6,474
"Gigabyte NVIDIA GeForce RTX 3060 WINDFORCE OC V2 Carte graphique - 12GB GDDR6, 192-bit, PCI-E 4.0, 1792MHz Core Clock, 2x DP 1.4, 2 x HDMI 2.1, NVIDIA Ampere - GV-N3060WF2OC-12GD",https://www.amazon.fr/Gigabyte-NVIDIA-GeForce-WINDFORCE-Graphique/dp/B0BXH2DLZ6,"260,32",4.6,113
"MAXSUN Carte Graphique Externe GeForce GT 710 2 Go GPU (64 bit VGA, DVI-D, HDMI, Profil Bas prêt PCI Express Graphics Card)",https://www.amazon.fr/Graphique-Externe-GeForce-Express-Graphics/dp/B08R8NZB3Y,"44,16",4.5,386
"GIGABYTE GeForce RTX 4060 TI EAGLE 8GB Carte graphique - 8GB GDDR6 18Gbps 128bit, PCI-E 4.0, 2x DisplayPort 1.4, 2x HDMI 2.1a, NVIDIA DLSS 3, Supports 4K, Ada Lovelace Arch, GV-N406TEAGLE-8GD",https://www.amazon.fr/GIGABYTE-GeForce-EAGLE-Carte-graphique/dp/B0C5JWKK33,"396,54",4.7,404
"Gigabyte Radeon RX 9070 XT Gaming OC 16G Carte Graphique - 16 Go GDDR6, 256 Bits, PCI-E 5.0, 3060 MHz Fréquence du Cœur, 2 x DisplayPort, 2 x HDMI, GV-R9070XTGAMING OC-16GD",https://www.amazon.fr/Gigabyte-Radeon-Gaming-Carte-Graphique/dp/B0DT7B79K9,"749,96",4.1,19
"SAPLOS GTX 750 Ti Carte Graphique 4 Go 128 Bits DDR3, HDMI, VGA, DVI-D, Low Profile Carte Video PC, GPU, PCI Express x16, DirectX 12",https://www.amazon.fr/SAPLOS-Graphique-Profile-Express-DirectX/dp/B0DF7HFPPS,"79,99",4.8,23
Sapphire Nitro+ AMD Radeon™ RX 7800 XT Gaming OC 16GB GDDR6 Dual HDMI/Dual DP,https://www.amazon.fr/Sapphire-Nitro-RadeonTM-Gaming-GDDR6/dp/B0CGLYWWKX,"500,82",4.5,266
"ASUS NVIDIA GeForce GT 730 SL-2GD5-BRK - Carte graphique (2GB GDDR5, PCIe 2.0, Refroidissement silencieux 0 dB, GPU Tweak II avec XSplit Gamecaster, Auto-Extreme, idéal pour HTPC)",https://www.amazon.fr/GT730-SL-2GD5-BRK-Carte-Graphique-Nvidia-Express/dp/B01A9GJ55K,"64,30",4.4,544
"Gigabyte AORUS Radeon RX 9070 XT Elite 16G Carte Graphique - 16 Go GDDR6, 256 Bits, PCI-E 5.0, 3100 MHz Fréquence du Cœur, 2 x DisplayPort, 2 x HDMI, GV-R9070XTAORUS E-16GD",https://www.amazon.fr/Gigabyte-AORUS-Radeon-Elite-Graphique/dp/B0DT7C5ZC7,"808,29",3.3,7
GIGABYTE RTX 4060TI EAGLEOC ICE-8GD,https://www.amazon.fr/GIGABYTE-RTX-4060TI-EAGLEOC-ICE-8GD/dp/B0CVS8K3KJ,"434,37",5.0,5
Sapphire Générique AMD 4GB RX6400XT Pulse Gaming OC 4GB HDMI/DP Sapphire Pulse AMD RADEONOao RX 6400 Gaming,https://www.amazon.fr/G%C3%A9n%C3%A9rique-Sapphire-RX6400XT-Gaming-RADEONOao/dp/B09YHFH2XK,"121,60",4.2,169
Gigabyte GeForce RTX 3050 WINDFORCE OC 6G NVIDIA 6GB GDDR6,https://www.amazon.fr/Gigabyte-GeForce-WINDFORCE-NVIDIA-GDDR6/dp/B0D5J5XS36,"246,36",4.2,54
"SAPLOS Radeon RX 550 Low Profile Carte Graphique, 4 Go GDDR5 128-bit, VGA DVI-D HDMI, PC Video Card, Affichage 4K, DirectX 12",https://www.amazon.fr/SAPLOS-Radeon-RX-550-graphiques/dp/B09H5RTCWD,"83,32",4.4,250
"Asus TUF Gaming Radeon RX 9070 XT OC Edition 16GB – Carte Graphique Gaming (16GB GDDR6, PCIe 5.0, HDMI, DisplayPort 2.1, 3.125 Slot, Ventilateurs axiaux, revêtement Protecteur PCB)",https://www.amazon.fr/Asus-Gaming-Radeon-9070-16GB/dp/B0DSWJL78F,"808,13",4.8,9
PNY Carte Graphique GeForce RTX™ 5080 16GB OC Triple Fan DLSS 4,https://www.amazon.fr/PNY-Carte-Graphique-GeForce-Triple/dp/B0DTJFZ4YS,"1 191,66",4.5,15
ASUS Dual RX 7600 XT O16G,https://www.amazon.fr/ASUS-Dual-RX-7600-O16G/dp/B086ZTKLXQ,"331,44",4.5,75
"Sapphire Nitro+ 11323-01-40G Carte graphique de jeu AMD Radeon RX 7900 XT Vapor-X avec 20 Go GDDR6, AMD RDNA 3",https://www.amazon.fr/Sapphire-11323-01-40G-Radeon-Vapor-X-graphique/dp/B0BR6KLPDW,"945,83",4.0,16
PNY Carte Graphique GeForce RTX™ 5080 16GB ARGB OC Triple Fan DLSS 4,https://www.amazon.fr/PNY-Carte-Graphique-GeForce-Triple/dp/B0DTJDR3V9,"1 259,99",4.1,43
"MSI Radeon RX 6750 XT Gaming X Trio 12G Carte Graphique Gaming GPU MHz Mémoire 12000 Mo, Noir",https://www.amazon.fr/MSI-Radeon-Gaming-Graphique-M%C3%A9moire/dp/B09YHTMKL2,"544,16",4.5,343
"ASUS GeForce RTX 4060 Dual Evo 8G OC Carte Graphique de Jeu – Horloge Boost 2535 MHz, GDDR6X, PCIe Gen 4, DLSS 3, 3X DP v 1.4a, HDMI 2.1a (Prend en Charge 4K et 8K HDR)",https://www.amazon.fr/ASUS-GeForce-4060-Carte-Graphique/dp/B0CVQLKYSK,"353,11",4.6,93
XFX Carte Graphique de Jeu Speedster SWFT210 Radeon RX 7800XT Core (RX-78TSWFTFP),https://www.amazon.fr/XFX-Graphique-Speedster-SWFT210-RX-78TSWFTFP/dp/B0D9QKFT9T,"623,27",4.6,28
"QTHREE Radeon Carte Graphique HD 5450, 2 Go, GDDR3, 64 Bits, DVI/HDMI/VGA, Profil Bas, PCI Express x16 2.0, Carte vidéo de Bureau pour PC, GPU d'ordinateur, DirectX 11",https://www.amazon.fr/HD-5450-dordinateur-construction-silencieuse/dp/B0B3RKZFLM,"45,82",4.1,153
Sapphire Nitro+ Radeon RX 7900 XT Vapor-X AMD 20 Go GDDR6,https://www.amazon.fr/Vaizdo-plok%C5%A1t%C3%84-SAPPHIRE-RX7900XT-Vapor-X/dp/B0BQND6TWL,"718,42",4.5,119
PNY Carte Graphique GeForce RTX™ 5070 12GB OC Triple Fan DLSS 4,https://www.amazon.fr/PNY-Carte-Graphique-GeForce-Triple/dp/B0DYPFGL88,"645,45",4.0,1
"ASUS Dual Radeon RX 7600 Evo OC Edition Carte Graphique GDDR6 8 Go (AMD Radeon RX7600, PCIe 4.0, 1 x HDMI 2.1, 3 x DisplayPort 1.4a, DUAL-RX7600-O8G-EVO)",https://www.amazon.fr/ASUS-Radeon-Graphique-DisplayPort-DUAL-RX7600-O8G-EVO/dp/B0DKPGQT97,"313,59",4.8,9
"MSI NVIDIA GeForce RTX 5070 12G Ventus 2X OC Carte Graphique Gaming GDDR7 192 Bits, Fréquence Boost jusqu'à 2557 MHz, PCIe Gen 5, DLSS 4, DP 2.1 x 3, HDMI 2.1 x 1, SFF Ready",https://www.amazon.fr/MSI-NVIDIA-GeForce-Graphique-Fr%C3%A9quence/dp/B0DX7JJ87N,"643,42",4.5,5
Gigabyte B550 Gaming X V2 ATX Motherboard for AMD AM4 CPUs,https://www.amazon.fr/GIGABYTE-B550-GAMING-V2-Gaming/dp/B08K16S4K1,"99,62",4.4,1639
"MSI GeForce RTX 3060 Gaming X 12G Carte Graphique - GPU RTX 3060, GDDR6 12Go (15Gbps/192 Bits), PCIe 4.0-2 x Ventilateurs TORX 4.0 - HDMI 2.1, DisplayPort 1.4a",https://www.amazon.fr/MSI-GeForce-RTX-3060-Gaming/dp/B08WHML7GL,"607,72",4.7,1132
ASUS GeForce® Carte graphique GT 1030 2 Go GDDR5 à profil bas pour une construction HTPC silencieuse (avec supports de port d'E / S),https://www.amazon.fr/GeForce-Graphique-Construction-silencieuse-Supports/dp/B0716JTSRW,"77,65",4.5,687
